"ID";"Airports";"Periods";"TotalFlights_3";"TotalArrivalsFlights_6";"TotalDeparturesFlights_9";"TotalPassengers_12";"TotalArrivalsPassengers_15";"TotalDeparturesPassengers_18";"TotalCountryOfOriginDestination_21";"EuropeTotal_22";"EUCountries_23";"TotalIntercontinentalPassengers_25";"America_32";"Asia_36";"WestAsia_37";"SouthEastAsia_38";"NorthEastAsia_39"
"1391";"A043591";"2000MM09";"    1441";"     722";"     719";"   40756";"   19346";"   21410";"   40756";"   40756";"   31401";"       0";"       0";"       0";"       0";"       0";"       0"
"1392";"A043591";"2000KW03";"    4292";"    2148";"    2144";"  102942";"   49449";"   53493";"  102942";"  102942";"   75050";"       0";"       0";"       0";"       0";"       0";"       0"
"1393";"A043591";"2000MM10";"    1440";"     721";"     719";"   35307";"   18146";"   17161";"   35307";"   35307";"   27115";"       0";"       0";"       0";"       0";"       0";"       0"
"1394";"A043591";"2000MM11";"    1237";"     617";"     620";"   23489";"   11299";"   12190";"   23489";"   23489";"   22274";"       0";"       0";"       0";"       0";"       0";"       0"
"1395";"A043591";"2000MM12";"     903";"     449";"     454";"   16700";"    7907";"    8793";"   16700";"   16700";"   15849";"       0";"       0";"       0";"       0";"       0";"       0"
"1396";"A043591";"2000KW04";"    3580";"    1787";"    1793";"   75496";"   37352";"   38144";"   75496";"   75496";"   65238";"       0";"       0";"       0";"       0";"       0";"       0"
"1397";"A043591";"2000JJ00";"   16174";"    8087";"    8087";"  340606";"  163833";"  176773";"  340606";"  340606";"  285679";"       0";"       0";"       0";"       0";"       0";"       0"
"1398";"A043591";"2001MM01";"    1158";"     574";"     584";"   19659";"    9259";"   10400";"   19659";"   19659";"   18770";"       0";"       0";"       0";"       0";"       0";"       0"
"1399";"A043591";"2001MM02";"    1077";"     533";"     544";"   20069";"    9427";"   10642";"   20069";"   20069";"   19293";"       0";"       0";"       0";"       0";"       0";"       0"
"1400";"A043591";"2001MM03";"    1240";"     617";"     623";"   23388";"   11277";"   12111";"   23388";"   23388";"   22478";"       0";"       0";"       0";"       0";"       0";"       0"
"1401";"A043591";"2001KW01";"    3475";"    1724";"    1751";"   63116";"   29963";"   33153";"   63116";"   63116";"   60541";"       0";"       0";"       0";"       0";"       0";"       0"
"1402";"A043591";"2001MM04";"     798";"     398";"     400";"   19367";"    8771";"   10596";"   19367";"   19367";"   18628";"       0";"       0";"       0";"       0";"       0";"       0"
"1403";"A043591";"2001MM05";"     901";"     450";"     451";"   32241";"   14929";"   17312";"   32241";"   32241";"   25257";"       0";"       0";"       0";"       0";"       0";"       0"
"1404";"A043591";"2001MM06";"     917";"     456";"     461";"   27761";"   13647";"   14114";"   27761";"   27761";"   22384";"       0";"       0";"       0";"       0";"       0";"       0"
"1405";"A043591";"2001KW02";"    2616";"    1304";"    1312";"   79369";"   37347";"   42022";"   79369";"   79369";"   66269";"       0";"       0";"       0";"       0";"       0";"       0"
"1406";"A043591";"2001MM07";"     933";"     465";"     468";"   26983";"   12050";"   14933";"   26983";"   26525";"   17589";"     458";"     458";"       0";"       0";"       0";"       0"
"1407";"A043591";"2001MM08";"     996";"     499";"     497";"   26097";"   13240";"   12857";"   26097";"   26097";"   17186";"       0";"       0";"       0";"       0";"       0";"       0"
"1408";"A043591";"2001MM09";"     958";"     477";"     481";"   29447";"   13641";"   15806";"   29447";"   29447";"   22452";"       0";"       0";"       0";"       0";"       0";"       0"
"1409";"A043591";"2001KW03";"    2887";"    1441";"    1446";"   82527";"   38931";"   43596";"   82527";"   82069";"   57227";"     458";"     458";"       0";"       0";"       0";"       0"
"1410";"A043591";"2001MM10";"     993";"     496";"     497";"   25727";"   13174";"   12553";"   25727";"   25727";"   19226";"       0";"       0";"       0";"       0";"       0";"       0"
"1411";"A043591";"2001MM11";"     803";"     398";"     405";"   16638";"    7840";"    8798";"   16638";"   16638";"   16638";"       0";"       0";"       0";"       0";"       0";"       0"
"1412";"A043591";"2001MM12";"     573";"     289";"     284";"   11140";"    5534";"    5606";"   11140";"   11140";"   11140";"       0";"       0";"       0";"       0";"       0";"       0"
"1413";"A043591";"2001KW04";"    2369";"    1183";"    1186";"   53505";"   26548";"   26957";"   53505";"   53505";"   47004";"       0";"       0";"       0";"       0";"       0";"       0"
"1414";"A043591";"2001JJ00";"   11347";"    5652";"    5695";"  278517";"  132789";"  145728";"  278517";"  278059";"  231041";"     458";"     458";"       0";"       0";"       0";"       0"
"1415";"A043591";"2002MM01";"     834";"     416";"     418";"   14251";"    6800";"    7451";"   14251";"   14251";"   14251";"       0";"       0";"       0";"       0";"       0";"       0"
"1416";"A043591";"2002MM02";"     776";"     388";"     388";"   16430";"    7797";"    8633";"   16430";"   16430";"   15240";"       0";"       0";"       0";"       0";"       0";"       0"
"1417";"A043591";"2002MM03";"     837";"     418";"     419";"   19598";"    9270";"   10328";"   19598";"   19598";"   16739";"       0";"       0";"       0";"       0";"       0";"       0"
"1418";"A043591";"2002KW01";"    2447";"    1222";"    1225";"   50279";"   23867";"   26412";"   50279";"   50279";"   46230";"       0";"       0";"       0";"       0";"       0";"       0"
"1419";"A043591";"2002MM04";"     929";"     465";"     464";"   31620";"   14837";"   16783";"   31620";"   31620";"   24571";"       0";"       0";"       0";"       0";"       0";"       0"
"1420";"A043591";"2002MM05";"     958";"     476";"     482";"   40153";"   19664";"   20489";"   40153";"   40153";"   27136";"       0";"       0";"       0";"       0";"       0";"       0"
"1421";"A043591";"2002MM06";"     923";"     462";"     461";"   38311";"   19515";"   18796";"   38311";"   38311";"   28299";"       0";"       0";"       0";"       0";"       0";"       0"
"1422";"A043591";"2002KW02";"    2810";"    1403";"    1407";"  110084";"   54016";"   56068";"  110084";"  110084";"   80006";"       0";"       0";"       0";"       0";"       0";"       0"
"1423";"A043591";"2002MM07";"     957";"     477";"     480";"   36718";"   16847";"   19871";"   36718";"   36718";"   24758";"       0";"       0";"       0";"       0";"       0";"       0"
"1424";"A043591";"2002MM08";"     947";"     474";"     473";"   33272";"   17087";"   16185";"   33272";"   33272";"   24538";"       0";"       0";"       0";"       0";"       0";"       0"
"1425";"A043591";"2002MM09";"    1001";"     502";"     499";"   42045";"   20163";"   21882";"   42045";"   42045";"   30611";"       0";"       0";"       0";"       0";"       0";"       0"
"1426";"A043591";"2002KW03";"    2905";"    1453";"    1452";"  112035";"   54097";"   57938";"  112035";"  112035";"   79907";"       0";"       0";"       0";"       0";"       0";"       0"
"1427";"A043591";"2002MM10";"    1007";"     505";"     502";"   40475";"   20804";"   19671";"   40475";"   40475";"   26450";"       0";"       0";"       0";"       0";"       0";"       0"
"1428";"A043591";"2002MM11";"     885";"     442";"     443";"   28344";"   13914";"   14430";"   28344";"   28344";"   23945";"       0";"       0";"       0";"       0";"       0";"       0"
"1429";"A043591";"2002MM12";"     704";"     350";"     354";"   22156";"   11137";"   11019";"   22156";"   22156";"   20484";"       0";"       0";"       0";"       0";"       0";"       0"
"1430";"A043591";"2002KW04";"    2596";"    1297";"    1299";"   90975";"   45855";"   45120";"   90975";"   90975";"   70879";"       0";"       0";"       0";"       0";"       0";"       0"
